InvoiceNo,StockCode,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Description
C543830,22328,-2,2011-02-14 09:54,2.95,12476,GERMANY,ROUND SNACK BOXES SET OF 4 FRUITS
C543830,22720,-2,2011-02-14 09:54,4.95,12476,GERMANY,SET OF 3 CAKE TINS PANTRY DESIGN
C543830,22847,-1,2011-02-14 09:54,16.95,12476,GERMANY,BREAD BIN DINER STYLE IVORY
C543834,79190B,-15,2011-02-14 10:24,0.42,12553,FRANCE,RETRO PLASTIC POLKA TRAY
C543837,22699,-2,2011-02-14 10:56,2.95,14431,UNITED KINGDOM,ROSES REGENCY TEACUP AND SAUCER
C543837,22698,-1,2011-02-14 10:56,2.95,14431,UNITED KINGDOM,PINK REGENCY TEACUP AND SAUCER
C543837,22760,-1,2011-02-14 10:56,12.75,14431,UNITED KINGDOM,"TRAY, BREAKFAST IN BED"
C543837,22423,-2,2011-02-14 10:56,12.75,14431,UNITED KINGDOM,REGENCY CAKESTAND 3 TIER
C543837,22423,-2,2011-02-14 10:56,12.75,14431,UNITED KINGDOM,REGENCY CAKESTAND 3 TIER
C543838,22730,-8,2011-02-14 10:59,3.75,15827,UNITED KINGDOM,ALARM CLOCK BAKELIKE IVORY
C543917,22941,-1,2011-02-14 13:40,8.5,12951,UNITED KINGDOM,CHRISTMAS LIGHTS 10 REINDEER
C543918,71459,-5,2011-02-14 13:42,0.85,12921,UNITED KINGDOM,HANGING JAM JAR T-LIGHT HOLDER
C543972,35004B,-3,2011-02-14 15:15,4.65,17924,UNITED KINGDOM,SET OF 3 BLACK FLYING DUCKS
C543974,21326,-4,2011-02-14 15:20,0.65,14606,UNITED KINGDOM,AGED GLASS SILVER T-LIGHT HOLDER
C543974,21463,-1,2011-02-14 15:20,5.95,14606,UNITED KINGDOM,MIRRORED DISCO BALL
C543980,22728,-1,2011-02-14 16:39,3.75,14189,UNITED KINGDOM,ALARM CLOCK BAKELIKE PINK
C544034,21878,-1,2011-02-15 11:28,0.85,14701,UNITED KINGDOM,PACK OF 6 SANDCASTLE FLAGS ASSORTED
C544034,21626,-2,2011-02-15 11:28,1.95,14701,UNITED KINGDOM,VINTAGE UNION JACK PENNANT
C544034,22197,-1,2011-02-15 11:28,0.85,14701,UNITED KINGDOM,POPCORN HOLDER
C544034,22553,-1,2011-02-15 11:28,1.65,14701,UNITED KINGDOM,PLASTERS IN TIN SKULLS
C544034,85035A,-1,2011-02-15 11:28,4.25,14701,UNITED KINGDOM,GARDENIA 3 WICK MORRIS BOXED CANDLE
C544034,21743,-5,2011-02-15 11:28,2.95,14701,UNITED KINGDOM,STAR PORTABLE TABLE LIGHT
C544038,22798,-3,2011-02-15 11:32,2.95,14659,UNITED KINGDOM,ANTIQUE GLASS DRESSING TABLE POT
C544038,22784,-4,2011-02-15 11:32,4.95,14659,UNITED KINGDOM,LANTERN CREAM GAZEBO
C544038,22505,-1,2011-02-15 11:32,4.95,14659,UNITED KINGDOM,MEMO BOARD COTTAGE DESIGN
C544038,22796,-2,2011-02-15 11:32,9.95,14659,UNITED KINGDOM,PHOTO FRAME 3 CLASSIC HANGING
C544057,22061,-1,2011-02-15 12:55,9.95,13623,UNITED KINGDOM,LARGE CAKE STAND  HANGING STRAWBERY
C544057,22060,-1,2011-02-15 12:55,3.95,13623,UNITED KINGDOM,LARGE CAKE STAND HANGING HEARTS
C544080,22423,-4,2011-02-15 15:46,12.75,17819,UNITED KINGDOM,REGENCY CAKESTAND 3 TIER
C544099,21528,-1,2011-02-16 10:17,6.95,15059,UNITED KINGDOM,DAIRY MAID TRADITIONAL TEAPOT
C544118,21705,-12,2011-02-16 11:49,1.65,16306,UNITED KINGDOM,BAG 500G SWIRLY MARBLES
C544171,21156,-5,2011-02-16 14:13,1.95,13001,UNITED KINGDOM,RETROSPOT CHILDRENS APRON
C544171,21363,-2,2011-02-16 14:13,4.95,13001,UNITED KINGDOM,HOME SMALL WOOD LETTERS
C544174,21272,-1,2011-02-16 14:13,1.25,13001,UNITED KINGDOM,SALLE DE BAIN HOOK
C544184,21877,-144,2011-02-16 15:47,1.25,16684,UNITED KINGDOM,HOME SWEET HOME MUG
C544279,22617,-1,2011-02-17 12:03,4.95,17954,UNITED KINGDOM,BAKING SET SPACEBOY DESIGN
C544300,85040B,-1,2011-02-17 12:56,1.65,18125,UNITED KINGDOM,SET/4 BLUE FLOWER CANDLES IN BOWL
C544310,79160,-1,2011-02-17 14:19,2.1,17841,UNITED KINGDOM,HEART SHAPE WIRELESS DOORBELL
C544318,22301,-1,2011-02-17 15:02,2.55,12989,UNITED KINGDOM,COFFEE MUG CAT + BIRD DESIGN
C544397,21730,-1,2011-02-18 12:21,4.95,12462,SPAIN,GLASS STAR FROSTED T-LIGHT HOLDER
C544397,37450,-1,2011-02-18 12:21,2.95,12462,SPAIN,CERAMIC CAKE BOWL + HANGING CAKES
C544397,22063,-1,2011-02-18 12:21,2.95,12462,SPAIN,CERAMIC BOWL WITH STRAWBERRY DESIGN
C544397,37449,-1,2011-02-18 12:21,9.95,12462,SPAIN,CERAMIC CAKE STAND + HANGING CAKES
C544413,22364,-6,2011-02-18 14:36,2.95,14760,UNITED KINGDOM,GLASS JAR DIGESTIVE BISCUITS
C544413,22363,-6,2011-02-18 14:36,2.95,14760,UNITED KINGDOM,GLASS JAR MARMALADE
C544414,22960,-2,2011-02-18 14:54,4.25,13408,UNITED KINGDOM,JAM MAKING SET WITH JARS
C544415,22625,-1,2011-02-18 15:04,8.5,16133,UNITED KINGDOM,RED KITCHEN SCALES
C544416,15056N,-2,2011-02-18 15:11,5.95,16713,UNITED KINGDOM,EDWARDIAN PARASOL NATURAL
C544417,22456,-1,2011-02-18 15:13,4.95,17512,UNITED KINGDOM,NATURAL SLATE CHALKBOARD LARGE
C544419,85232A,-3,2011-02-18 15:16,4.95,12395,BELGIUM,SET/3 POLKADOT STACKING TINS
C544420,71477,-2,2011-02-18 15:18,3.25,16191,UNITED KINGDOM,COLOUR GLASS STAR T-LIGHT HOLDER
C544422,79191C,-12,2011-02-18 15:22,0.85,12553,FRANCE,RETRO PLASTIC ELEPHANT TRAY
C544424,22971,-5,2011-02-18 15:29,2.55,18093,UNITED KINGDOM,QUEENS GUARD COFFEE MUG
C544424,22970,-6,2011-02-18 15:29,2.55,18093,UNITED KINGDOM,LONDON BUS COFFEE MUG
C544425,35004B,-1,2011-02-18 15:40,4.65,13078,UNITED KINGDOM,SET OF 3 BLACK FLYING DUCKS
C544427,84663A,-1,2011-02-18 15:42,0.79,17612,UNITED KINGDOM,GRASS HOPPER WOODEN WALL CLOCK
C544428,22637,-2,2011-02-18 15:44,2.55,16306,UNITED KINGDOM,PIGGY BANK RETROSPOT
C544429,22637,-2,2011-02-18 15:45,2.55,16306,UNITED KINGDOM,PIGGY BANK RETROSPOT
C544432,22487,-1,2011-02-18 15:54,9.95,16979,UNITED KINGDOM,WHITE WOOD GARDEN PLANT LADDER
C544433,21232,-1,2011-02-18 15:59,1.25,15601,UNITED KINGDOM,STRAWBERRY CERAMIC TRINKET BOX
C544435,22962,-4,2011-02-18 16:32,0.85,15122,UNITED KINGDOM,JAM JAR WITH PINK LID
C544435,22960,-2,2011-02-18 16:32,4.25,15122,UNITED KINGDOM,JAM MAKING SET WITH JARS
C544436,22556,-3,2011-02-18 16:52,1.65,18172,UNITED KINGDOM,PLASTERS IN TIN CIRCUS PARADE
C544436,22632,-1,2011-02-18 16:52,2.1,18172,UNITED KINGDOM,HAND WARMER RED POLKA DOT
C544436,22865,-2,2011-02-18 16:52,2.1,18172,UNITED KINGDOM,HAND WARMER OWL DESIGN
C544442,22423,-3,2011-02-20 10:30,12.75,15465,UNITED KINGDOM,REGENCY CAKESTAND 3 TIER
C544451,22472,-1,2011-02-20 12:31,4.95,13097,UNITED KINGDOM,TV DINNER TRAY DOLLY GIRL
C544451,21658,-1,2011-02-20 12:31,3.95,13097,UNITED KINGDOM,GLASS  BEURRE DISH
C544458,85099B,-1,2011-02-20 13:48,2.08,14667,UNITED KINGDOM,JUMBO BAG RED RETROSPOT
C544458,22632,-1,2011-02-20 13:48,2.1,14667,UNITED KINGDOM,HAND WARMER RED POLKA DOT
C544507,22423,-7,2011-02-21 11:46,12.75,17865,UNITED KINGDOM,REGENCY CAKESTAND 3 TIER
C544553,22727,-1,2011-02-21 12:09,3.75,14092,UNITED KINGDOM,ALARM CLOCK BAKELIKE RED
C544557,85150,-1,2011-02-21 12:31,2.55,17422,UNITED KINGDOM,LADIES & GENTLEMEN METAL SIGN
C544557,84949,-5,2011-02-21 12:31,1.65,17422,UNITED KINGDOM,SILVER HANGING T-LIGHT HOLDER
C544557,22914,-2,2011-02-21 12:31,4.95,17422,UNITED KINGDOM,BLUE COAT RACK PARIS FASHION
C544557,22913,-3,2011-02-21 12:31,4.95,17422,UNITED KINGDOM,RED COAT RACK PARIS FASHION
C544557,22912,-4,2011-02-21 12:31,4.95,17422,UNITED KINGDOM,YELLOW COAT RACK PARIS FASHION
C544558,22360,-11,2011-02-21 12:33,2.95,16073,UNITED KINGDOM,GLASS JAR ENGLISH CONFECTIONERY
C544559,85180A,-6,2011-02-21 12:38,1.25,14329,UNITED KINGDOM,RED HEARTS LIGHT CHAIN
C544560,75049L,-8,2011-02-21 12:43,1.25,17677,UNITED KINGDOM,LARGE CIRCULAR MIRROR MOBILE
C544561,22220,-1,2011-02-21 12:44,9.95,15687,UNITED KINGDOM,CAKE STAND LOVEBIRD 2 TIER WHITE
C544570,22625,-2,2011-02-21 12:59,8.5,12471,GERMANY,RED KITCHEN SCALES
C544590,22215,-1,2011-02-21 15:12,8.5,14744,UNITED KINGDOM,CAKE STAND WHITE TWO TIER LACE
C544594,47591D,-1,2011-02-21 16:58,1.95,15079,UNITED KINGDOM,PINK FAIRY CAKE CHILDRENS APRON
C544608,22973,-1,2011-02-22 10:00,1.65,15290,UNITED KINGDOM,CHILDREN'S CIRCUS PARADE MUG
C544609,85170D,-3,2011-02-22 10:03,2.1,12494,FRANCE,SET/6 PINK BIRD T-LIGHT CANDLES
C544635,22993,-12,2011-02-22 11:04,1.25,18257,UNITED KINGDOM,SET OF 4 PANTRY JELLY MOULDS
C544653,85065,-1,2011-02-22 12:55,12.75,13113,UNITED KINGDOM,CREAM SWEETHEART TRAYS
C544653,85064,-1,2011-02-22 12:55,5.45,13113,UNITED KINGDOM,CREAM SWEETHEART LETTER RACK
C544655,22061,-1,2011-02-22 12:57,9.95,13113,UNITED KINGDOM,LARGE CAKE STAND  HANGING STRAWBERY
C544655,85066,-2,2011-02-22 12:57,12.75,13113,UNITED KINGDOM,CREAM SWEETHEART MINI CHEST
C544655,37447,-5,2011-02-22 12:57,1.49,13113,UNITED KINGDOM,CERAMIC CAKE DESIGN SPOTTED PLATE
C544655,37448,-2,2011-02-22 12:57,1.49,13113,UNITED KINGDOM,CERAMIC CAKE DESIGN SPOTTED MUG
C544655,22501,-3,2011-02-22 12:57,9.95,13113,UNITED KINGDOM,PICNIC BASKET WICKER LARGE
C544665,22697,-1,2011-02-22 14:56,2.95,12852,UNITED KINGDOM,GREEN REGENCY TEACUP AND SAUCER
C544665,22698,-2,2011-02-22 14:56,2.95,12852,UNITED KINGDOM,PINK REGENCY TEACUP AND SAUCER
C544665,20914,-1,2011-02-22 14:56,2.95,12852,UNITED KINGDOM,SET/5 RED RETROSPOT LID GLASS BOWLS
C544669,22320,-3,2011-02-22 15:22,5.95,18055,UNITED KINGDOM,BIRDS MOBILE VINTAGE DESIGN
C544669,22423,-1,2011-02-22 15:22,12.75,18055,UNITED KINGDOM,REGENCY CAKESTAND 3 TIER
C544669,22231,-1,2011-02-22 15:22,0.59,18055,UNITED KINGDOM,JIGSAW TREE WITH BIRDHOUSE
C544674,22379,-1,2011-02-22 15:48,2.1,13421,UNITED KINGDOM,RECYCLING BAG RETROSPOT
C544679,22628,-3,2011-02-22 16:15,4.95,12616,FRANCE,PICNIC BOXES SET OF 3 RETROSPOT
C544679,20983,-4,2011-02-22 16:15,0.85,12616,FRANCE,12 PENCILS TALL TUBE RED RETROSPOT
C544682,85099F,-1,2011-02-22 16:29,2.08,17511,UNITED KINGDOM,JUMBO BAG STRAWBERRY
C544682,21754,-1,2011-02-22 16:29,5.95,17511,UNITED KINGDOM,HOME BUILDING BLOCK WORD
C544682,21564,-1,2011-02-22 16:29,2.95,17511,UNITED KINGDOM,PINK  HEART SHAPE LOVE BUCKET
C544682,22659,-2,2011-02-22 16:29,1.95,17511,UNITED KINGDOM,LUNCH BOX I LOVE LONDON
C544696,22961,-12,2011-02-23 09:41,1.45,14735,UNITED KINGDOM,JAM MAKING SET PRINTED
C544696,22960,-6,2011-02-23 09:41,4.25,14735,UNITED KINGDOM,JAM MAKING SET WITH JARS
C544775,21326,-4,2011-02-23 11:35,0.65,14211,UNITED KINGDOM,AGED GLASS SILVER T-LIGHT HOLDER
C544780,37370,-5,2011-02-23 12:05,1.25,16701,UNITED KINGDOM,RETRO COFFEE MUGS ASSORTED
C544780,21527,-3,2011-02-23 12:05,7.95,16701,UNITED KINGDOM,RED RETROSPOT TRADITIONAL TEAPOT
C544827,22221,-1,2011-02-24 09:45,9.95,17147,UNITED KINGDOM,CAKE STAND LOVEBIRD 2 TIER PINK
C544827,22215,-1,2011-02-24 09:45,8.5,17147,UNITED KINGDOM,CAKE STAND WHITE TWO TIER LACE
C544828,84279B,-1,2011-02-24 09:49,3.75,17147,UNITED KINGDOM,CHERRY BLOSSOM DECORATIVE FLASK
C544828,22423,-1,2011-02-24 09:49,12.75,17147,UNITED KINGDOM,REGENCY CAKESTAND 3 TIER
C544829,21314,-1,2011-02-24 09:53,2.1,17314,UNITED KINGDOM,SMALL GLASS HEART TRINKET POT
C544829,20832,-1,2011-02-24 09:53,0.39,17314,UNITED KINGDOM,RED FLOCK LOVE HEART PHOTO FRAME
C544830,22057,-3,2011-02-24 09:59,1.49,13118,UNITED KINGDOM,CERAMIC PLATE STRAWBERRY DESIGN
C544830,22059,-6,2011-02-24 09:59,1.49,13118,UNITED KINGDOM,CERAMIC STRAWBERRY DESIGN MUG
C544831,22974,-2,2011-02-24 10:01,1.65,15146,UNITED KINGDOM,CHILDRENS DOLLY GIRL MUG
C544831,22250,-4,2011-02-24 10:01,0.85,15146,UNITED KINGDOM,DECORATION  BUTTERFLY  MAGIC GARDEN
C544831,22249,-4,2011-02-24 10:01,0.85,15146,UNITED KINGDOM,DECORATION WHITE CHICK MAGIC GARDEN
C544831,22248,-4,2011-02-24 10:01,0.85,15146,UNITED KINGDOM,DECORATION  PINK CHICK MAGIC GARDEN
C544840,22461,-1,2011-02-24 11:06,3.95,16719,UNITED KINGDOM,SAVOY ART DECO CLOCK
C544840,22728,-1,2011-02-24 11:06,3.75,16719,UNITED KINGDOM,ALARM CLOCK BAKELIKE PINK
C544897,21633,-1,2011-02-24 12:27,12.75,17867,UNITED KINGDOM,SUNFLOWER DECORATIVE PARASOL
C544901,22780,-4,2011-02-24 13:02,4.25,15078,UNITED KINGDOM,LIGHT GARLAND BUTTERFILES PINK
C544901,22779,-4,2011-02-24 13:02,4.25,15078,UNITED KINGDOM,WOODEN OWLS LIGHT GARLAND
C544901,22670,-4,2011-02-24 13:02,1.25,15078,UNITED KINGDOM,FRENCH WC SIGN BLUE METAL
C544901,22358,-4,2011-02-24 13:02,2.95,15078,UNITED KINGDOM,KINGS CHOICE TEA CADDY
C544901,22357,-1,2011-02-24 13:02,4.25,15078,UNITED KINGDOM,KINGS CHOICE BISCUIT TIN
C544902,22629,-1,2011-02-24 13:05,1.95,12362,BELGIUM,SPACEBOY LUNCH BOX
C544902,22273,-1,2011-02-24 13:05,2.95,12362,BELGIUM,FELTCRAFT DOLL MOLLY
C545003,22149,-1,2011-02-25 12:46,2.1,18231,UNITED KINGDOM,FELTCRAFT 6 FLOWER FRIENDS
C545003,20972,-12,2011-02-25 12:46,1.25,18231,UNITED KINGDOM,PINK CREAM FELT CRAFT TRINKET BOX
C545033,22936,-72,2011-02-25 16:26,3.25,14156,IRELAND,BAKING MOULD ROSE WHITE CHOCOLATE
C545033,22935,-72,2011-02-25 16:26,3.25,14156,IRELAND,BAKING MOULD ROSE MILK CHOCOLATE
C545033,22838,-96,2011-02-25 16:26,14.95,14156,IRELAND,3 TIER CAKE TIN RED AND CREAM
C545033,22699,-120,2011-02-25 16:26,2.95,14156,IRELAND,ROSES REGENCY TEACUP AND SAUCER
C545033,22630,-192,2011-02-25 16:26,1.95,14156,IRELAND,DOLLY GIRL LUNCH BOX
C545033,22363,-120,2011-02-25 16:26,2.95,14156,IRELAND,GLASS JAR MARMALADE
C545040,22183,-1,2011-02-27 10:25,6.75,13684,UNITED KINGDOM,CAKE STAND VICTORIAN FILIGREE MED
C545068,84247K,-11,2011-02-27 15:07,2.95,14157,UNITED KINGDOM,"FOLK ART GREETING CARD,PACK/12"
C545189,47594B,-1,2011-02-28 15:19,1.95,17841,UNITED KINGDOM,SCOTTIES DESIGN WASHBAG
C545277,35471D,-1,2011-03-01 11:31,0.39,12933,UNITED KINGDOM,SET OF 3 BIRD LIGHT PINK FEATHER
C545307,22414,-1,2011-03-01 13:05,7.95,17027,UNITED KINGDOM,DOORMAT NEIGHBOURHOOD WITCH
C545307,20793,-5,2011-03-01 13:05,6.75,17027,UNITED KINGDOM,BLUE TILED TRAY
C545421,22684,-2,2011-03-02 14:28,1.25,13166,UNITED KINGDOM,FRENCH BLUE METAL DOOR SIGN 9
C545432,22220,-1,2011-03-02 15:15,9.95,14657,UNITED KINGDOM,CAKE STAND LOVEBIRD 2 TIER WHITE
C545434,22148,-3,2011-03-02 15:24,1.95,13410,UNITED KINGDOM,EASTER CRAFT 4 CHICKS
C545436,20725,-1,2011-03-02 15:52,1.65,13093,UNITED KINGDOM,LUNCH BAG RED RETROSPOT
C545436,22383,-1,2011-03-02 15:52,1.65,13093,UNITED KINGDOM,LUNCH BAG SUKI  DESIGN
C545436,22846,-1,2011-03-02 15:52,16.95,13093,UNITED KINGDOM,BREAD BIN DINER STYLE RED
C545437,22423,-1,2011-03-02 15:52,12.75,13093,UNITED KINGDOM,REGENCY CAKESTAND 3 TIER
C545438,22697,-1,2011-03-02 15:54,2.95,14231,UNITED KINGDOM,GREEN REGENCY TEACUP AND SAUCER
C545438,22698,-1,2011-03-02 15:54,2.95,14231,UNITED KINGDOM,PINK REGENCY TEACUP AND SAUCER
C545438,22427,-3,2011-03-02 15:54,5.95,14231,UNITED KINGDOM,ENAMEL FLOWER JUG CREAM
C545439,37495,-4,2011-03-02 15:58,3.75,14243,UNITED KINGDOM,FAIRY CAKE BIRTHDAY CANDLE SET
C545440,22303,-5,2011-03-02 16:03,2.55,16843,UNITED KINGDOM,COFFEE MUG APPLES DESIGN
C545442,22776,-1,2011-03-02 16:17,9.95,17063,UNITED KINGDOM,"CAKESTAND, 3 TIER, LOVEHEART"
C545443,22720,-1,2011-03-02 16:20,4.95,17442,UNITED KINGDOM,SET OF 3 CAKE TINS PANTRY DESIGN
C545443,22781,-1,2011-03-02 16:20,7.65,17442,UNITED KINGDOM,GUMBALL MAGAZINE RACK
C545444,22729,-1,2011-03-02 16:24,3.75,13767,UNITED KINGDOM,ALARM CLOCK BAKELIKE ORANGE
C545444,22697,-1,2011-03-02 16:24,2.95,13767,UNITED KINGDOM,GREEN REGENCY TEACUP AND SAUCER
C545444,22698,-2,2011-03-02 16:24,2.95,13767,UNITED KINGDOM,PINK REGENCY TEACUP AND SAUCER
C545446,22957,-12,2011-03-02 16:33,2.95,12753,JAPAN,SET 3 PAPER VINTAGE CHICK PAPER EGG
C545446,22654,-2,2011-03-02 16:33,5.95,12753,JAPAN,DELUXE SEWING KIT
C545446,22661,-1,2011-03-02 16:33,0.85,12753,JAPAN,CHARLOTTE BAG DOLLY GIRL DESIGN
C545446,20725,-1,2011-03-02 16:33,1.65,12753,JAPAN,LUNCH BAG RED RETROSPOT
C545446,20724,-1,2011-03-02 16:33,0.85,12753,JAPAN,RED RETROSPOT CHARLOTTE BAG
C545449,22666,-1,2011-03-02 16:38,2.95,16573,UNITED KINGDOM,RECIPE BOX PANTRY YELLOW DESIGN
C545449,37446,-3,2011-03-02 16:38,1.45,16573,UNITED KINGDOM,MINI CAKE STAND WITH HANGING CAKES
C545449,22699,-1,2011-03-02 16:38,2.95,16573,UNITED KINGDOM,ROSES REGENCY TEACUP AND SAUCER
C545450,21527,-2,2011-03-02 16:46,7.95,16839,UNITED KINGDOM,RED RETROSPOT TRADITIONAL TEAPOT
C545451,22442,-1,2011-03-02 16:53,7.95,13477,UNITED KINGDOM,GROW YOUR OWN FLOWERS SET OF 3
C545452,47590B,-2,2011-03-02 16:56,5.45,16422,UNITED KINGDOM,PINK HAPPY BIRTHDAY BUNTING
C545453,22846,-1,2011-03-02 16:57,16.95,14639,UNITED KINGDOM,BREAD BIN DINER STYLE RED
C545453,22960,-1,2011-03-02 16:57,4.25,14639,UNITED KINGDOM,JAM MAKING SET WITH JARS
C545454,47566,-1,2011-03-02 17:04,4.95,15189,UNITED KINGDOM,PARTY BUNTING
C545454,22423,-8,2011-03-02 17:04,12.75,15189,UNITED KINGDOM,REGENCY CAKESTAND 3 TIER
C545455,22791,-1,2011-03-02 17:11,1.25,16473,UNITED KINGDOM,T-LIGHT GLASS FLUTED ANTIQUE
C545456,21527,-1,2011-03-02 17:15,7.95,17865,UNITED KINGDOM,RED RETROSPOT TRADITIONAL TEAPOT
C545456,22697,-1,2011-03-02 17:15,2.95,17865,UNITED KINGDOM,GREEN REGENCY TEACUP AND SAUCER
C545456,21231,-2,2011-03-02 17:15,1.25,17865,UNITED KINGDOM,SWEETHEART CERAMIC TRINKET BOX
C545457,22698,-3,2011-03-02 17:18,2.95,17428,UNITED KINGDOM,PINK REGENCY TEACUP AND SAUCER
C545457,21217,-1,2011-03-02 17:18,9.95,17428,UNITED KINGDOM,RED RETROSPOT ROUND CAKE TINS
C545457,22780,-2,2011-03-02 17:18,4.25,17428,UNITED KINGDOM,LIGHT GARLAND BUTTERFILES PINK
C545457,22779,-3,2011-03-02 17:18,4.25,17428,UNITED KINGDOM,WOODEN OWLS LIGHT GARLAND
C545458,21539,-1,2011-03-02 17:19,4.95,13018,UNITED KINGDOM,RED RETROSPOT BUTTER DISH
C545502,20711,-10,2011-03-03 11:33,2.08,15078,UNITED KINGDOM,JUMBO BAG TOYS
C545504,22224,-2,2011-03-03 11:35,2.95,13630,UNITED KINGDOM,WHITE LOVEBIRD LANTERN
C545504,22777,-1,2011-03-03 11:35,8.5,13630,UNITED KINGDOM,GLASS BELL JAR LARGE
C545507,22361,-5,2011-03-03 11:43,2.95,12565,SAUDI ARABIA,GLASS JAR DAISY FRESH COTTON WOOL
C545508,22911,-1,2011-03-03 11:53,2.95,17017,UNITED KINGDOM,PAPER CHAIN KIT LONDON
C545508,22900,-1,2011-03-03 11:53,3.25,17017,UNITED KINGDOM,SET 2 TEA TOWELS I LOVE LONDON
C545509,22197,-5,2011-03-03 11:54,0.85,17017,UNITED KINGDOM,POPCORN HOLDER
C545510,21539,-1,2011-03-03 11:56,4.95,15281,UNITED KINGDOM,RED RETROSPOT BUTTER DISH
C545510,21533,-1,2011-03-03 11:56,4.95,15281,UNITED KINGDOM,RETROSPOT LARGE MILK JUG
C545510,21527,-2,2011-03-03 11:56,7.95,15281,UNITED KINGDOM,RED RETROSPOT TRADITIONAL TEAPOT
C545511,21987,-1,2011-03-03 11:57,0.65,18198,UNITED KINGDOM,PACK OF 6 SKULL PAPER CUPS
C545513,22777,-1,2011-03-03 12:02,8.5,15932,UNITED KINGDOM,GLASS BELL JAR LARGE
C545516,84978,-1,2011-03-03 12:11,1.25,14276,UNITED KINGDOM,HANGING HEART JAR T-LIGHT HOLDER
C545516,71459,-1,2011-03-03 12:11,0.85,14276,UNITED KINGDOM,HANGING JAM JAR T-LIGHT HOLDER
C545516,22967,-1,2011-03-03 12:11,2.95,14276,UNITED KINGDOM,SET 3 SONG BIRD PAPER EGGS ASSORTED
C545516,22960,-1,2011-03-03 12:11,4.25,14276,UNITED KINGDOM,JAM MAKING SET WITH JARS
C545516,22957,-1,2011-03-03 12:11,2.95,14276,UNITED KINGDOM,SET 3 PAPER VINTAGE CHICK PAPER EGG
C545516,22840,-2,2011-03-03 12:11,7.95,14276,UNITED KINGDOM,ROUND CAKE TIN VINTAGE RED
C545516,22838,-3,2011-03-03 12:11,14.95,14276,UNITED KINGDOM,3 TIER CAKE TIN RED AND CREAM
C545516,20728,-2,2011-03-03 12:11,1.65,14276,UNITED KINGDOM,LUNCH BAG CARS BLUE
C545520,22318,-1,2011-03-03 12:30,2.95,14744,UNITED KINGDOM,FIVE HEART HANGING DECORATION
C545525,22969,-86,2011-03-03 13:11,1.45,12415,AUSTRALIA,HOMEMADE JAM SCENTED CANDLES
C545525,22697,-24,2011-03-03 13:11,2.95,12415,AUSTRALIA,GREEN REGENCY TEACUP AND SAUCER
C545529,22464,-1,2011-03-03 13:26,1.65,16191,UNITED KINGDOM,HANGING METAL HEART LANTERN
C545531,22180,-1,2011-03-03 13:45,9.95,17675,UNITED KINGDOM,RETROSPOT LAMP
C545532,22827,-1,2011-03-03 13:57,165.0,15257,UNITED KINGDOM,RUSTIC  SEVENTEEN DRAWER SIDEBOARD
C545537,22456,-1,2011-03-03 14:14,4.95,16212,UNITED KINGDOM,NATURAL SLATE CHALKBOARD LARGE
C545537,21908,-2,2011-03-03 14:14,2.1,16212,UNITED KINGDOM,CHOCOLATE THIS WAY METAL SIGN
C545556,82486,-1,2011-03-03 15:21,8.95,15005,UNITED KINGDOM,3 DRAWER ANTIQUE WHITE WOOD CABINET
C545556,37450,-1,2011-03-03 15:21,2.95,15005,UNITED KINGDOM,CERAMIC CAKE BOWL + HANGING CAKES
C545569,22720,-2,2011-03-03 16:25,4.95,14239,UNITED KINGDOM,SET OF 3 CAKE TINS PANTRY DESIGN
C545569,22423,-3,2011-03-03 16:26,12.75,14239,UNITED KINGDOM,REGENCY CAKESTAND 3 TIER
C545569,22840,-1,2011-03-03 16:26,7.95,14239,UNITED KINGDOM,ROUND CAKE TIN VINTAGE RED
C545639,22423,-1,2011-03-04 12:28,12.75,13113,UNITED KINGDOM,REGENCY CAKESTAND 3 TIER
C545650,40001,-1,2011-03-04 13:14,0.85,15311,UNITED KINGDOM,WHITE BAMBOO RIBS LAMPSHADE
C545650,22778,-6,2011-03-04 13:14,3.95,15311,UNITED KINGDOM,GLASS BELL JAR SMALL
C545671,22423,-7,2011-03-06 10:08,12.75,15465,UNITED KINGDOM,REGENCY CAKESTAND 3 TIER
C545672,22784,-1,2011-03-06 10:13,4.95,15304,UNITED KINGDOM,LANTERN CREAM GAZEBO
C545673,22808,-18,2011-03-06 10:14,2.95,14745,UNITED KINGDOM,SET OF 6 T-LIGHTS EASTER CHICKS
C545674,22666,-1,2011-03-06 10:25,2.95,18223,UNITED KINGDOM,RECIPE BOX PANTRY YELLOW DESIGN
C545674,22892,-1,2011-03-06 10:25,1.25,18223,UNITED KINGDOM,SET OF SALT AND PEPPER TOADSTOOLS
C545674,85099C,-1,2011-03-06 10:25,2.08,18223,UNITED KINGDOM,JUMBO  BAG BAROQUE BLACK WHITE
C545677,21258,-4,2011-03-06 10:48,12.75,14543,UNITED KINGDOM,VICTORIAN SEWING BOX LARGE
C545677,22207,-1,2011-03-06 10:48,4.25,14543,UNITED KINGDOM,FRYING PAN UNION FLAG
C545677,22625,-2,2011-03-06 10:48,8.5,14543,UNITED KINGDOM,RED KITCHEN SCALES
C545677,22627,-1,2011-03-06 10:48,8.5,14543,UNITED KINGDOM,MINT KITCHEN SCALES
C545677,22624,-4,2011-03-06 10:48,8.5,14543,UNITED KINGDOM,IVORY KITCHEN SCALES
